"","n","age","income","yrs_school","gender_f","home_own","risk6"
"31580",41993,51,774,1.2,0,1,792
"18799",23140,47,769,0.5,0,1,705
"45231",59119,46,259,1.8,0,1,671
"35454",48167,51,3339,1.7,0,1,708
"27412",35142,35,2829,2,0,1,739
"11155",14442,25,2058,2,0,0,814
"1908",2028,28,1039,0.9,0,1,699
"23913",30803,43,1794,0.8,0,1,784
"7837",10973,53,2060,0.4,0,0,756
"6583",8904,51,0,0,1,1,738
"17399",21339,34,0,0,0,1,749
"51072",65819,31,1806,0.5,0,1,762
"18285",22550,35,1796,1.1,0,0,652
"27329",34884,65,1027,1.8,0,1,778
"9410",12641,64,516,0.6,0,0,809
"7390",10468,50,1031,1.8,0,0,748
"49311",63751,59,263,1.8,0,1,799
"41780",55355,56,775,0.6,1,1,756
"47453",61673,28,1045,1.1,1,0,712
"51549",66480,36,771,2.9,0,1,713
"44311",58150,51,1028,2.4,0,0,695
"42792",56438,33,7,1.1,0,1,762
"33797",44602,36,1030,0,0,0,764
"26514",33690,55,774,1.9,1,1,827
"27100",34365,38,515,1.8,0,1,705
"30778",41095,47,13,2.2,0,1,753
"26429",33594,55,777,1.8,1,1,777
"12954",16291,51,261,1.1,0,1,817
"46233",60194,45,2,1.1,0,0,756
"44548",58403,55,518,0.6,0,1,730
"17019",20818,45,778,2.4,0,1,686
"18789",23128,47,1802,0.8,0,0,673
"42073",55662,45,5,0.6,0,1,606
"49332",63774,130,1029,1.5,0,1,737
"7580",10685,56,516,1.5,0,0,759
"43089",56778,39,1549,2.3,0,1,756
"53980",69219,41,1284,0.5,0,1,746
"39167",52549,37,0,0,0,0,708
"42217",55813,37,1292,1.8,0,0,655
"33756",44544,55,1037,2.5,0,0,690
"11718",15016,42,1542,2.1,1,1,786
"22093",28873,55,2830,1.8,1,1,779
"40495",53978,43,1042,2.1,1,1,679
"7016",10068,53,2058,2,0,1,802
"69",76,38,1804,1.6,1,1,696
"35464",48179,38,774,1.7,0,0,715
"22204",28989,46,260,0.3,0,1,746
"54927",70273,47,8,1.1,0,0,656
"2983",3160,43,519,1.5,0,1,748
"19026",23601,33,1035,1.8,1,1,715
"11599",14896,35,262,2.3,0,0,652
"50576",65252,63,1030,0.5,0,0,741
"41675",55244,46,263,1.6,0,1,640
"27197",34513,56,514,0.8,0,1,786
"26254",33396,40,9,1.9,0,0,797
"41668",55236,37,1287,1.3,1,0,647
"22273",29067,58,1027,0.9,0,0,577
"53019",68147,48,2315,2.3,1,1,817
"9399",12630,46,1806,1.7,0,0,793
"10384",13651,43,778,1.7,0,0,726
"9743",12988,59,519,0.8,1,0,776
"18398",22668,48,517,0.7,0,0,746
"47065",61224,47,772,0.6,0,0,801
"25072",32052,56,1025,2.6,1,0,663
"16399",19899,49,785,4.2,1,0,997
"24134",31035,64,1026,2.4,0,1,837
"44127",57956,62,2315,1,1,1,826
"19113",23822,37,777,1.4,0,1,795
"20072",26285,2004,2577,0.9,0,0,720
"24697",31647,35,522,2.4,0,0,809
"41271",54809,58,0,0,0,0,694
"13129",16468,38,258,1.1,0,0,806
"14187",17570,43,785,0.3,0,1,799
"44635",58492,61,516,0.2,1,0,630
"2630",2785,36,3337,1.5,1,1,732
"6126",7224,61,9,3.2,0,0,793
"53177",68323,58,259,1,0,1,734
"17476",21446,39,1290,1.4,0,0,788
"41568",55129,44,264,3.2,1,1,718
"39824",53258,51,12,0.5,0,1,770
"41677",55246,43,2058,1.1,0,1,808
"31209",41582,52,777,1.3,1,0,757
"10712",13988,59,516,1.9,1,1,751
"49347",63790,159,1295,1.6,0,0,786
"29518",37814,51,0,0,1,1,777
"5251",5736,46,10,0.9,1,0,816
"18003",22248,27,5,1.4,0,1,492
"23003",29837,32,268,1,1,0,618
"50172",64823,48,261,1.3,1,1,813
"9247",12471,53,259,0.8,0,1,813
"47671",61929,45,2822,1.9,0,0,789
"39184",52568,63,1546,1.6,1,0,655
"16290",19775,57,782,0.9,0,1,799
"15331",18765,40,1287,1.7,0,0,779
"7293",10366,57,775,1.2,0,0,786
"44826",58695,51,1032,2.3,0,1,796
"9829",13077,41,1030,1.8,0,1,758
"23633",30510,63,1547,2.4,0,0,698
"9886",13136,44,262,1.6,1,1,791
"35662",48417,49,1039,2.1,0,0,782
"31910",42368,63,264,2.6,0,1,814
"6227",7617,53,2059,2.2,0,0,748
"54213",69478,44,519,1.3,1,0,726
"43688",57473,40,1037,1.4,0,1,612
"45634",59542,44,267,2.1,1,1,743
"32436",42996,31,1545,1.5,0,1,734
"17734",21819,46,778,2.2,0,0,715
"30509",40800,45,1032,1.5,0,0,764
"48327",62669,37,1543,0.6,0,0,802
"31022",41378,40,1032,1.5,0,0,633
"54845",70180,47,777,0.8,0,1,711
"38383",51711,59,778,1.2,0,0,810
"14130",17511,44,2822,2.7,0,0,762
"53487",68678,57,517,1.8,1,0,774
"22597",29408,40,1286,2.1,0,1,549
"12711",16040,51,1796,1.6,0,0,794
"826",887,49,775,2.3,1,1,732
"19522",25014,43,1544,2.2,0,0,654
"9000",12210,41,265,2,1,0,641
"35448",48161,32,1543,2.3,0,1,724
"22856",29679,40,2057,0.2,1,0,765
"49015",63418,48,1545,2,0,1,775
"16281",19765,52,1284,1.7,0,0,688
"50427",65097,57,772,0.1,1,1,572
"26170",33302,60,261,1.8,0,1,805
"31677",42095,44,6,2.1,0,1,773
"35944",48768,55,0,0,0,1,729
"30805",41124,38,775,1.9,0,0,760
"9340",12570,35,1803,1.4,0,0,768
"15776",19237,59,1037,0,1,0,818
"12260",15579,56,1029,1,0,0,754
"5190",5672,54,1804,1.3,0,1,811
"44579",58435,52,1032,2.1,0,0,764
"12069",15382,54,1038,1.8,1,0,790
"21179",27788,43,1287,2.3,0,1,794
"36400",49608,35,2305,1.1,0,1,649
"23104",29944,45,1292,2.6,0,0,689
"27007",34258,33,2823,2.2,0,1,785
"36336",49536,35,2057,2.2,1,0,674
"10747",14023,32,1548,3.3,0,0,698
"134",145,53,1032,1.5,0,0,641
"31313",41695,32,7,0.5,0,1,773
"46392",60367,45,261,2.4,0,0,724
"5295",5784,46,520,2,0,1,752
"27483",35382,56,1284,1.1,0,0,752
"1197",1281,44,1289,1.6,0,1,787
"45127",59011,74,1550,1.9,0,0,753
"35551",48281,42,1799,1.8,1,0,677
"50019",64644,51,2057,0.3,1,1,729
"11719",15017,52,4,0.3,0,1,744
"31713",42141,49,4,0.7,1,0,790
"37965",51261,47,18,2.2,1,1,745
"34607",45976,30,261,0,0,0,739
"44641",58498,46,1290,1.2,0,0,698
"51931",66894,49,267,1.6,0,1,831
"50457",65127,49,2065,1.8,1,0,768
"32191",42706,55,529,1.5,1,1,811
"1839",1956,28,2053,1.9,1,0,730
"35600",48338,41,263,1.6,1,0,711
"4196",4601,47,784,2.2,1,0,746
"9437",12669,50,1028,2,0,0,755
"20227",26461,41,2583,1.1,0,0,775
"11183",14472,33,264,0.2,1,1,761
"47032",61185,31,1293,1.8,1,1,733
"7141",10200,31,12,1,0,1,791
"5318",5808,29,262,1.2,0,0,755
"49691",64173,234,1036,1.2,1,0,797
"45851",59771,41,1296,0.8,1,0,662
"35109",47383,37,783,1.8,1,1,678
"12427",15751,60,1295,2.2,1,0,717
"41751",55324,61,776,1.8,1,0,645
"28776",36991,43,261,1.8,0,0,700
"54917",70262,46,1028,1.2,1,0,698
"38609",51952,35,1547,1.7,0,0,789
"22152",28936,38,1542,1.5,0,1,740
"16527",20045,49,774,1.7,0,1,715
"25526",32567,52,776,1.1,0,0,812
"1135",1214,46,515,1,0,1,615
"38584",51923,51,780,2.7,1,0,767
"46081",60017,37,518,1,0,0,723
"32574",43152,36,1030,1.6,1,0,778
"1655",1764,28,1037,1.9,0,0,734
"20001",26208,40,775,2.1,0,0,816
"18694",23005,47,778,1.4,0,0,696
"48164",62489,40,2819,1.8,1,0,769
"25327",32339,43,4113,1.8,0,0,797
"24075",30976,47,1287,1.8,0,0,789
"18696",23007,43,525,1.8,0,1,814
"43309",57042,52,1030,1.5,0,1,787
"13245",16587,47,775,1.8,0,1,814
"41990",55575,57,2825,1.8,1,1,778
"29129",37366,33,1036,1,0,1,777
"54068",69316,54,1284,1,0,0,798
"10276",13538,64,774,2.3,1,1,808
"432",474,43,1036,0.7,0,0,665
"47201",61386,48,0,0,0,1,777
"23982",30876,57,517,1.8,0,1,720
"17825",21993,56,1287,2.4,0,0,612
"32080",42573,42,1545,2.6,1,1,765
"37914",51207,43,1290,1.9,0,0,802
"38992",52359,47,777,3.9,0,1,775
"31084",41444,31,774,2.5,0,1,764
"35404",48089,37,777,1.1,1,1,773
"37567",50845,59,779,1,0,0,797
"41986",55571,44,782,1.2,0,0,686
"15704",19162,42,778,1.6,0,1,806
"26235",33374,45,1547,1.5,1,0,709
"2795",2961,27,774,2.3,0,0,469
"51032",65774,52,265,0.8,0,1,629
"20039",26248,32,785,1.6,0,1,628
"53160",68305,35,515,1.8,1,1,785
"51696",66637,50,1292,1.6,0,1,793
"19528",25027,35,1282,2.2,1,0,753
"24109",31010,64,1296,2.2,1,1,751
"9130",12345,31,1544,2.3,0,1,794
"39038",52407,61,525,1.6,0,0,722
"44186",58017,34,788,1.2,1,1,785
"3797",4175,41,2313,1,0,1,794
"7220",10287,31,262,3.2,0,1,728
"19243",24210,64,1289,2,0,1,797
"23326",30180,45,779,0.8,0,0,722
"45421",59319,51,1546,1.6,0,0,775
"28199",36372,58,775,0.9,1,0,788
"15815",19278,28,14,1.8,1,1,723
"47682",61945,59,516,1.3,1,1,707
"32230",42751,50,260,0.9,1,1,638
"36754",49981,62,270,1.9,0,0,814
"17573",21576,56,6,1,0,1,767
"47413",61629,195,522,1.3,0,0,764
"10485",13753,58,261,1.9,1,0,774
"3954",4341,38,1549,2.1,0,0,781
"34719",46301,57,2,0.3,0,1,635
"19213",24136,31,777,0.5,1,0,774
"31016",41370,49,779,1.1,0,1,776
"54269",69540,58,1291,0.3,1,1,537
"49998",64617,46,532,1.4,0,0,636
"5845",6406,27,1049,0.2,0,0,697
"24155",31058,55,1282,0.7,0,1,795
"45296",59187,45,516,1.6,0,1,813
"52507",67561,51,523,2.2,1,0,670
"33400",44089,29,4113,0.7,0,0,767
"22782",29602,45,260,0.8,0,0,790
"3798",4177,33,10,1.3,1,0,738
"9288",12516,64,9,1.6,0,1,782
"53154",68298,39,516,0.8,0,0,698
"2391",2539,39,272,2,1,1,820
"38978",52344,54,1290,2,0,1,642
"37121",50368,54,259,0.5,0,1,712
"50423",65093,26,1289,2.1,0,0,638
"1707",1820,29,1034,1.4,1,1,711
"22235",29025,44,1296,1.1,0,0,697
"8778",11981,56,1291,2.3,1,0,780
"54247",69516,48,1288,3.4,0,1,706
"42523",56147,46,1816,2.1,1,0,719
"30710",41025,62,518,1.3,0,1,721
"23602",30476,39,5129,0.7,0,1,791
"34097",45036,52,773,1,1,0,764
"42929",56582,58,773,1.5,0,1,737
"34193",45141,52,774,1.8,0,1,795
"10392",13659,35,2571,1.8,0,1,771
"39949",53393,60,2317,1.3,0,0,807
"2292",2432,48,516,0.3,1,0,759
"44691",58549,51,266,2.3,0,1,682
"576",624,44,520,1.9,0,1,793
"25489",32524,59,0,0,0,0,699
"34932",46865,39,1281,1.4,0,1,794
"45559",59464,37,1,1.5,0,0,501
"18129",22382,62,517,0.8,0,1,777
"18833",23195,35,1559,1,0,1,783
"34132",45075,35,1026,1,1,0,686
"18649",22956,44,1027,0,0,1,661
"44891",58762,56,776,0.6,0,1,719
"46444",60421,64,1292,1.6,1,0,657
"7228",10295,55,1034,0.9,1,1,680
"24531",31466,49,7,2.1,0,1,715
"52726",67810,34,786,1.6,1,0,773
"17465",21431,34,12,0.6,0,1,659
"7001",10053,45,772,1.9,0,1,806
"22539",29348,34,1541,2.9,1,1,725
"16788",20335,56,521,2.5,1,0,706
"4348",4764,45,3340,0.9,0,1,795
"26140",33268,57,779,2.4,1,1,790
"38278",51599,58,516,0.6,0,1,777
"16478",19992,29,0,0,1,0,770
"52177",67181,51,259,0.5,0,1,808
"53837",69061,59,518,0,0,1,758
"38361",51686,59,520,1.3,0,1,776
"52853",67956,55,780,1.3,0,1,769
"13464",16821,47,8,2.5,1,0,719
"42791",56437,33,776,2,1,0,761
"28191",36364,34,515,2.6,0,1,755
"9738",12981,48,260,0.6,1,1,629
"630",681,49,1546,1.5,0,0,770
"9157",12374,30,2568,2.3,0,0,784
"16139",19616,52,0,0,0,0,698
"37572",50850,54,260,0.5,0,1,764
"41014",54537,56,1552,2,0,1,766
"34115",45057,43,519,0,0,1,710
"14403",17792,52,3089,0.8,0,1,791
"45541",59445,44,0,0,1,0,723
"13066",16404,44,1301,1.9,1,1,730
"49255",63681,44,1544,1.8,1,0,779
"11450",14743,41,1,0.4,0,1,725
"7259",10327,36,1032,1,1,0,733
"53901",69133,63,773,1.2,0,1,793
"19586",25203,39,1283,0.9,0,0,740
"11041",14325,48,1027,0,1,1,590
"45197",59084,48,2316,0.9,0,0,755
"18675",22983,46,524,2.5,1,0,733
"36104",49221,28,1027,1.4,0,0,699
"53524",68719,51,259,1,1,0,691
"34644",46081,42,1543,2,0,1,772
"33114",43754,36,516,0.6,1,1,762
"38891",52253,57,1031,1.4,1,1,810
"15489",18931,65,1031,0.3,0,1,776
"48883",63266,52,266,1,0,0,597
"52296",67316,64,1800,1.3,1,0,776
"45801",59715,42,1031,1.3,0,1,612
"32980",43613,37,518,1.7,0,1,801
"53298",68463,54,781,1,1,1,639
"47421",61639,47,774,1.8,0,0,806
"5687",6208,35,1544,2.7,0,1,783
"36683",49908,43,517,2.4,0,1,751
"49395",63840,34,1293,2.1,0,0,673
"49775",64265,112,5386,1.8,1,1,754
"25400",32425,56,782,2.2,1,0,776
"19718",25681,57,1052,0,0,0,720
"53699",68907,55,771,0.9,0,0,795
"5744",6273,47,1296,1.4,0,0,769
"27676",35805,48,265,1.3,0,0,702
"46258",60220,39,1545,0.4,0,0,725
"14611",18011,55,522,1.9,1,1,688
"5353",5849,49,1285,1.5,1,0,784
"31202",41575,51,2582,2.4,0,1,783
"50143",64794,56,1547,1.3,1,0,709
"51226",65998,58,1544,0.9,1,1,555
"37828",51119,46,775,1.6,0,0,751
"31029",41385,59,1554,0.9,1,0,804
"44176",58007,48,1030,2.4,0,1,656
"4356",4772,40,1033,1.7,1,0,742
"3020",3198,47,0,0,0,0,811
"53687",68894,49,1035,2.3,1,0,714
"26650",33841,39,263,1.4,1,1,708
"50056",64702,44,776,2.2,0,0,806
"3195",3418,43,1796,1.9,1,0,682
"22126",28907,61,19,0,1,1,589
"11999",15305,39,773,1.4,1,1,821
"8794",11998,28,2056,1.5,0,1,788
"54660",69980,49,1032,2.1,0,1,711
"9291",12519,36,6,1.1,1,1,788
"2507",2656,54,1544,2.8,0,1,820
"34910",46816,48,520,1.3,0,0,727
"29034",37268,39,13,0,0,0,804
"2442",2591,40,518,2.3,0,0,790
"37395",50657,45,555,0.5,1,0,822
"28734",36948,57,1553,1,1,0,823
"36310",49509,61,4623,0.8,1,0,714
"10245",13506,54,523,2.3,1,1,721
"40519",54005,38,0,0,1,1,714
"29560",37874,57,1290,2.3,0,0,823
"39053",52424,48,1290,1.8,0,1,800
"5306",5795,52,2579,0.6,1,0,754
"48235",62566,45,1293,0.6,0,1,813
"25998",33111,37,8,2,1,0,728
"15751",19212,44,2058,0.9,0,0,816
"435",477,45,1802,2.4,1,1,735
"24761",31717,40,1544,2.6,0,1,788
"30929",41267,36,2,1.2,0,1,705
"29210",37449,56,2315,2.2,0,0,768
"33748",44533,35,2323,1.6,1,0,769
"7055",10110,54,777,1.6,0,0,718
"34793",46490,48,4,1.9,0,1,726
"24411",31335,37,1296,1,0,0,734
"45500",59404,60,1033,2.1,0,0,685
"1756",1870,26,2055,1.5,1,1,704
"6764",9480,50,1806,1.4,1,1,791
"52586",67648,35,1288,1.9,0,1,719
"29196",37435,52,517,1.4,1,0,725
"27157",34426,31,1032,2.4,0,1,697
"25632",32684,53,2311,1.6,1,1,748
"25245",32245,58,260,0.9,1,0,705
"10499",13767,51,1284,1.1,0,0,814
"18190",22447,36,1812,0.9,0,1,702
"16229",19709,51,775,1.9,0,1,814
"5941",6560,54,776,2.2,0,0,766
"13122",16461,46,1282,3.3,0,0,795
"40973",54494,114,775,1.2,0,0,597
"52353",67382,44,514,0.6,0,1,639
"30978",41324,99,1291,1,0,0,785
"33046",43682,42,2574,3.2,0,1,723
"43485",57242,60,785,0.4,1,0,809
"14230",17614,29,2057,1,0,1,611
"26416",33578,42,1028,3.1,0,1,688
"41025",54548,38,1028,1.3,1,1,618
"34776",46435,64,517,2,0,1,737
"7185",10249,57,782,1.8,0,0,777
"29672",38079,61,791,0.6,1,1,762
"49526",63984,83,1551,2.5,0,0,753
"28172",36344,35,1030,2.4,0,1,723
"35192",47537,57,264,2.5,0,0,742
"6036",6867,59,1798,1.1,0,0,805
"21360",28097,61,267,1,1,1,785
"13975",17350,40,776,2.4,0,1,780
"40612",54104,77,525,2.3,1,1,808
"22397",29197,60,522,2,0,0,783
"19572",25150,46,520,1,1,0,607
"32663",43257,64,519,1.8,0,1,789
"54460",69757,61,1545,0.7,0,0,618
"38413",51741,63,12,1.4,0,1,802
"7211",10278,26,777,0.6,1,1,786
"37952",51246,49,532,1,1,0,607
"38546",51884,36,777,1.3,0,1,788
"27291",34746,46,534,2,1,0,783
"33729",44510,61,3,2,0,0,811
"42782",56428,38,775,1.3,0,1,688
"9297",12525,46,1293,0.9,0,0,708
"13552",16913,30,1799,0.9,0,0,718
"908",972,50,775,1.4,1,0,795
"47797",62072,44,0,0,1,1,675
"24426",31350,42,7,0.9,0,0,792
"41671",55239,49,522,1.8,1,0,639
"38810",52168,53,1031,1.8,0,0,809
"53119",68262,49,773,1,1,0,796
"30277",40065,45,774,2.6,0,1,773
"21530",28277,42,3346,2.4,0,1,743
"40792",54296,33,1286,1.7,1,0,742
"34171",45117,51,1542,1.6,0,0,767
"1018",1087,47,774,0.5,0,1,660
"5686",6207,56,0,0,0,1,793
"10116",13372,34,1286,1.7,0,0,669
"13720",17087,60,261,1,0,1,791
"20518",26789,33,531,1.3,0,1,688
"44459",58307,56,1029,1.4,0,0,650
"15802",19265,42,517,1.5,1,1,684
"438",480,50,4366,1.7,0,0,735
"218",237,58,260,2.4,0,0,762
"35413",48115,25,777,1.2,0,1,997
"37667",50947,49,3087,2.2,0,0,759
"33889",44744,59,266,1,1,1,783
"42354",55962,52,1290,2,0,1,791
"28143",36313,60,1034,1.8,0,1,804
"14229",17612,39,4103,2.2,0,0,753
"36455",49665,35,781,2.2,0,1,708
"23925",30817,43,517,1.2,0,1,802
"54344",69623,38,2309,0.2,0,1,727
"18728",23048,36,777,1.3,0,0,728
"22013",28788,51,2317,2.5,0,0,785
"14360",17746,45,2063,2.3,1,0,740
"16701",20233,45,15,2,1,0,716
"41323",54864,54,3091,1.4,0,0,775
"1616",1722,27,776,1.7,1,0,715
"34722",46311,61,12,1.3,0,1,818
"47643",61897,48,780,1.4,1,0,641
"43736",57529,57,1286,1.8,0,1,493
"44827",58696,44,524,0.9,0,1,781
"42086",55675,42,1288,1.4,0,0,769
"54864",70202,64,1027,1.9,0,1,779
"38785",52141,64,1031,2.4,1,1,812
"50696",65388,41,260,0.5,0,0,698
"37991",51291,63,3855,3.5,1,0,781
"9169",12386,34,780,0.5,1,0,788
"360",393,46,1300,1.3,1,0,780
"50834",65547,40,1542,1.5,0,0,681
"8310",11487,55,529,1.1,0,0,733
"319",351,54,1543,1.8,0,0,671
"21161",27707,39,779,2.3,1,0,788
"3657",4022,53,775,1.4,1,0,717
"32550",43123,31,2824,0.7,1,1,799
"17152",21055,39,1032,1.5,0,1,745
"18654",22961,45,1028,0.7,1,0,601
"53906",69138,60,1031,2.4,0,1,662
"21509",28255,219,2056,1.7,0,1,762
"45340",59231,49,776,0.5,0,0,778
"6679",9218,37,1295,1.2,0,1,783
"26522",33699,57,778,3.1,0,0,820
"2916",3086,37,1032,2,0,1,809
"53308",68475,45,1286,0.8,1,1,808
"8302",11478,44,1040,1.5,0,0,757
"535",581,60,3856,1.1,1,1,822
"4205",4610,28,6,1.2,0,0,708
"32783",43396,51,521,1.5,1,0,790
"31539",41947,58,259,0.5,1,1,780
"599",648,33,1037,2.8,1,0,700
"36790",50019,54,5,1.9,0,1,757
"5384",5882,36,1290,1.2,0,0,805
"8607",11800,49,1547,1,1,0,814
"21124",27588,54,1284,0.5,0,1,710
"10435",13703,62,1299,0.6,0,0,743
"44452",58299,51,774,2.1,0,0,678
"13692",17059,40,1032,1.9,1,0,686
"41841",55418,44,2313,2.8,0,0,643
"15510",18953,34,8,2.2,0,1,656
"45973",59901,59,514,1.6,0,1,672
"42041",55629,41,778,1.5,0,1,732
"42182",55776,55,258,0.7,0,0,711
"9235",12457,49,1040,1.3,1,0,564
"42730",56370,37,779,1.1,0,0,808
"51063",65809,49,781,0.5,0,1,768
"14071",17451,31,7,0.6,0,0,763
"1714",1828,42,1027,0.5,1,1,759
"14497",17892,51,3086,0,0,1,748
"1898",2018,33,518,2.2,0,1,799
"16195",19675,34,1289,0,0,1,755
"14440",17829,49,3083,2.6,0,1,820
"24754",31710,48,0,0,0,1,748
"6599",8970,52,1033,2.3,1,1,757
"25291",32300,65,523,2.3,0,1,690
"17460",21421,41,773,0.5,0,0,775
"31868",42320,58,523,0.3,1,0,810
"46335",60304,45,773,1.9,0,1,685
"44991",58865,47,1034,1.7,0,0,746
"4460",4886,31,777,1,1,0,560
"37071",50315,42,514,0.1,1,1,612
"5618",6135,25,2328,2.8,0,1,616
"44054",57882,43,2,0.4,0,0,573
"47125",61300,39,1299,2.6,0,0,771
"12158",15475,31,1039,2.4,0,0,766
"15121",18547,27,516,0.5,0,1,748
"6798",9585,49,775,1.9,1,0,780
"39202",52587,45,1027,2.4,0,0,757
"19725",25691,48,0,0,0,0,763
"31977",42451,41,259,0.4,1,0,789
"43605",57377,40,3,2.2,1,0,673
"51858",66818,57,5,0.4,0,0,821
"475",517,56,2580,3.4,1,0,806
"30794",41113,37,1041,1.8,0,0,710
"50300",64962,41,1296,1.4,1,0,671
"25067",32047,42,0,0,0,0,522
"40472",53954,46,1285,1.5,0,0,684
"30409",40465,47,785,1.2,1,0,757
"10152",13410,49,0,0,0,0,823
"1852",1969,28,2566,3.1,0,0,637
"6280",7829,47,2321,0.9,0,0,756
"49005",63408,61,522,3.1,0,1,821
"16088",19560,33,5,0.5,1,1,783
"42639",56270,53,3,1.3,1,1,619
"21648",28401,32,1288,0.7,0,1,800
"27460",35319,50,7,1.8,0,1,730
"6175",7425,38,3597,1.8,0,1,796
"41548",55107,60,776,2.4,0,1,674
"45701",59612,43,1030,2.2,0,0,770
"23787",30672,52,2053,1.4,0,1,717
"48902",63287,38,520,1.1,0,0,753
"45599",59507,44,778,1.6,1,1,645
"49020",63425,52,9,0.6,0,1,807
"37608",50886,63,10,0.8,0,0,679
"9603",12842,32,783,2.3,0,0,787
"1322",1415,29,1284,1.3,1,1,760
"45732",59644,34,0,0,0,0,688
"8579",11772,140,782,0.6,0,1,785
"13060",16398,35,8,2,0,1,794
"51617",66553,33,1043,1.1,1,1,780
"32235",42756,58,517,0.4,1,1,716
"54452",69749,120,523,1.1,0,0,643
"52944",68064,37,1036,1.1,1,0,795
"36780",50008,51,17,1.3,0,0,675
"54969",70319,45,259,1.7,0,0,792
"23124",29964,134,2048,1.2,1,1,693
"52565",67623,40,1030,2.4,0,0,711
"21861",28625,49,522,0.7,1,0,656
"37546",50822,49,1294,1.2,0,0,788
"10778",14054,37,524,2,0,1,716
"54555",69861,46,1028,1.4,0,0,702
"47769",62040,57,1546,2.4,1,1,730
"6666",9190,62,1543,1.8,0,1,802
"8963",12172,41,0,0,0,1,710
"4487",4916,59,0,0,0,1,712
"49009",63412,54,525,1.2,1,1,717
"47509",61740,61,522,2.6,0,1,671
"32120",42623,49,530,1.6,1,0,614
"26548",33729,36,10,2,1,0,766
"23394",30250,38,1284,1.6,1,0,749
"32107",42610,49,1028,2.8,0,1,697
"47530",61765,35,1288,0.6,0,0,717
"12808",16141,37,515,0.7,1,1,769
"19559",25108,55,519,1.2,1,1,771
"2178",2313,29,3,1.8,0,0,750
"6202",7524,32,264,0.9,0,0,776
"38358",51683,64,262,1.2,0,0,784
"24713",31665,49,8,1.3,0,1,668
"40906",54420,46,1546,0.9,0,1,765
"3316",3655,48,10,2.7,0,1,789
"11576",14873,41,1032,2.2,0,0,771
"36615",49835,34,5,0.7,0,0,781
"36593",49812,58,273,0.8,0,1,794
"53109",68251,42,1027,1.1,0,0,819
"41899",55478,41,1041,1.9,1,0,755
"5877",6444,48,1285,1.2,0,1,799
"51277",66052,49,1032,0.6,0,1,716
"6621",9038,37,1044,2.1,1,1,752
"19789",25867,28,780,1.6,0,1,668
"49360",63803,186,1282,2.2,0,1,649
"36126",49281,55,1027,1.2,0,0,767
"2396",2544,44,780,1,1,0,755
"22778",29598,39,1034,0.3,1,1,536
"19229",24172,31,1539,1,1,0,779
"23132",29972,61,261,2.2,1,0,788
"35245",47650,30,2056,2,0,1,746
"3278",3608,45,2057,0.9,0,0,802
"37552",50828,51,521,1.3,0,1,765
"21467",28212,39,1804,2,0,0,688
"16312",19798,54,782,2.1,0,1,738
"41125",54655,38,262,2.3,0,1,596
"53641",68844,50,527,1.8,0,1,722
"28502",36702,47,264,0.6,0,0,734
"1575",1680,35,1544,1.3,0,0,762
"36399",49607,43,0,0,0,0,774
"48113",62435,42,786,3.4,0,1,813
"51786",66738,57,1283,0.6,1,1,753
"41965",55549,41,1030,2.9,1,0,776
"41929",55511,38,1043,1.5,0,0,731
"28880",37103,35,2307,1.3,0,0,758
"34621",46020,31,524,0.2,1,0,739
"21472",28217,55,775,0.6,1,1,646
"22932",29761,34,1033,2.1,0,0,760
"19535",25051,47,0,0.6,0,1,602
"46950",61089,39,771,1,0,0,789
"30966",41310,48,1801,0.5,0,1,712
"19649",25446,41,265,1.6,1,1,724
"13607",16970,30,11,1.6,1,0,717
"46965",61107,32,18,2,1,0,811
"7719",10836,35,267,1.8,0,1,729
"22395",29195,50,1301,1.3,0,0,766
"1983",2103,27,524,1.3,1,0,716
"25879",32970,56,514,2.4,1,0,811
"7391",10469,31,2056,2,0,0,776
"53190",68337,53,1560,2.5,1,0,776
"13867",17237,54,517,2,0,1,698
"47748",62017,35,778,1.2,0,1,814
"52687",67765,46,522,1.8,1,1,775
"9904",13154,53,519,0.3,1,0,659
"22248",29039,65,784,0.6,1,1,724
"8960",12169,53,1032,0.7,0,1,791
"36772",49999,59,778,1.7,1,0,770
"6892",9841,35,515,1.7,0,1,734
"26014",33127,60,2306,1.6,1,0,806
"51771",66723,52,2327,1.4,0,0,760
"4942",5411,57,1290,2.3,0,1,780
"42404",56017,47,1035,0.5,1,1,629
"33694",44463,51,772,0.8,1,1,791
"33584",44313,57,782,0.6,0,0,638
"2825",2995,54,1036,1.2,0,1,781
"2130",2259,28,523,0,0,1,666
"2727",2888,31,2067,2.4,0,0,682
"29589",37915,57,523,2,0,1,808
"36421",49629,46,1037,1.5,1,1,777
"12122",15438,58,9,1.5,0,1,781
"8258",11427,52,545,0.2,0,0,807
"29967",39135,48,1296,0,0,0,712
"34934",46870,57,0,0,0,1,795
"280",306,58,2572,2.5,0,0,665
"53212",68365,29,1029,1.6,1,1,692
"51332",66123,38,11,1.5,0,1,796
"51845",66804,36,263,1.4,0,1,750
"17744",21840,45,783,1.8,1,1,710
"9819",13067,37,1803,2.1,0,0,803
"4222",4627,39,773,1.1,0,1,802
"18002",22247,54,2315,0.8,0,0,797
"48430",62778,123,1803,1.4,0,0,821
"1706",1819,32,3860,0.6,1,0,732
"52173",67177,57,1032,1.7,0,0,774
